id,molecularFormula,adduct,NPC#superclass,NPC#class,ClassyFire#most specific class,ClassyFire#level 5,ClassyFire#subclass
3405_01102023_MZmine_trial_sirius_sirius_5563,C24H34N4O5S,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3598_01102023_MZmine_trial_sirius_sirius_5840,C22H26ClN5O5S4,[M + K]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4557_01102023_MZmine_trial_sirius_sirius_7234,C40H78N6O6,[M + H]+,Oligopeptides,Lipopeptides,Oligopeptides,Peptides,Amino acids
4745_01102023_MZmine_trial_sirius_sirius_7516,C29H50N6O11,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3230_01102023_MZmine_trial_sirius_sirius_5312,C13H28N6O5,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4748_01102023_MZmine_trial_sirius_sirius_7520,C24H31N3O4,[M + H]+,Small peptides,Simple coumarins,Oligopeptides,Peptides,Amino acids
4184_01102023_MZmine_trial_sirius_sirius_6684,C36H68N8O10,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
3800_01102023_MZmine_trial_sirius_sirius_6130,C15H18Br2N4O5S,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
5340_01102023_MZmine_trial_sirius_sirius_8425,C29H44N4O7,[M + H]+,Oligopeptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4002_01102023_MZmine_trial_sirius_sirius_6409,C22H34N6O4,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
5534_01102023_MZmine_trial_sirius_sirius_8777,C46H60N6O9,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
5347_01102023_MZmine_trial_sirius_sirius_8435,C32H51N9O8,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3423_01102023_MZmine_trial_sirius_sirius_5589,C21H25N3O6,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4209_01102023_MZmine_trial_sirius_sirius_6718,C37H64N12O6,[M + Na]+,Oligopeptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3816_01102023_MZmine_trial_sirius_sirius_6156,C21H37N7O9,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3439_01102023_MZmine_trial_sirius_sirius_5607,C27H39N5O6,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
4585_01102023_MZmine_trial_sirius_sirius_7283,C27H42F2N6O8,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4217_01102023_MZmine_trial_sirius_sirius_6731,C30H55N7O7,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
4396_01102023_MZmine_trial_sirius_sirius_7000,C34H26N4O14S4,[M + H]+,Small peptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
4591_01102023_MZmine_trial_sirius_sirius_7293,C27H46N6O7,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
3450_01102023_MZmine_trial_sirius_sirius_5625,C30H45N9O9,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
3287_01102023_MZmine_trial_sirius_sirius_5397,C16H26N6O6,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4999_01102023_MZmine_trial_sirius_sirius_7875,C35H65N11O7S3,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
3288_01102023_MZmine_trial_sirius_sirius_5399,C15H30N12O4,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3834_01102023_MZmine_trial_sirius_sirius_6181,C27H41N5O5S,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3293_01102023_MZmine_trial_sirius_sirius_5408,C34H47N7O10,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
4230_01102023_MZmine_trial_sirius_sirius_6756,C35H66N10O10,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
3458_01102023_MZmine_trial_sirius_sirius_5638,C23H37FN8O6,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3644_01102023_MZmine_trial_sirius_sirius_5907,C18H27N3O6,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4806_01102023_MZmine_trial_sirius_sirius_7602,C22H42N12O8,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3462_01102023_MZmine_trial_sirius_sirius_5643,C20H33N7O7S4,[M + K]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3463_01102023_MZmine_trial_sirius_sirius_5647,C38H47N5O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
5011_01102023_MZmine_trial_sirius_sirius_7898,C30H54N12O12,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4070_01102023_MZmine_trial_sirius_sirius_6506,C39H75N7O3,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
4242_01102023_MZmine_trial_sirius_sirius_6774,C42H60N10O8,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
3304_01102023_MZmine_trial_sirius_sirius_5425,C24H29Br2N3O6S,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
5383_01102023_MZmine_trial_sirius_sirius_8489,C40H68N6O13,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
3470_01102023_MZmine_trial_sirius_sirius_5658,C45H60N6O8,[M + Na]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
4076_01102023_MZmine_trial_sirius_sirius_6516,C40H45N5O6,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
4247_01102023_MZmine_trial_sirius_sirius_6783,C22H34N4O8,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3654_01102023_MZmine_trial_sirius_sirius_5924,C33H59N7O10,[M + Na]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
3472_01102023_MZmine_trial_sirius_sirius_5660,C44H57N9O7,[M + Na]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
3658_01102023_MZmine_trial_sirius_sirius_5931,C24H38N8O4,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3474_01102023_MZmine_trial_sirius_sirius_5662,C44H57N9O7,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
5021_01102023_MZmine_trial_sirius_sirius_7913,C32H34N6O11S3,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
4081_01102023_MZmine_trial_sirius_sirius_6528,C19H24IN7O8S2,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3475_01102023_MZmine_trial_sirius_sirius_5663,C18H27N3O6,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4084_01102023_MZmine_trial_sirius_sirius_6532,C22H40N4O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4252_01102023_MZmine_trial_sirius_sirius_6791,C22H34N4O8,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3662_01102023_MZmine_trial_sirius_sirius_5937,C26H38N4O6,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3480_01102023_MZmine_trial_sirius_sirius_5671,C41H56N12O6,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
4259_01102023_MZmine_trial_sirius_sirius_6804,C17H27N3O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3483_01102023_MZmine_trial_sirius_sirius_5675,C26H40N4O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
5780_01102023_MZmine_trial_sirius_sirius_9268,C32H60N6O16,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
5216_01102023_MZmine_trial_sirius_sirius_8211,C16H20N8O12S3,[M + K]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4267_01102023_MZmine_trial_sirius_sirius_6817,C31H45N3O8,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
5220_01102023_MZmine_trial_sirius_sirius_8225,C31H42N10O6,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3490_01102023_MZmine_trial_sirius_sirius_5685,C25H37BN6O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4268_01102023_MZmine_trial_sirius_sirius_6819,C36H47FN8O8,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3678_01102023_MZmine_trial_sirius_sirius_5961,C24H26N4O8S6,[M + H]+,Small peptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
4272_01102023_MZmine_trial_sirius_sirius_6824,C17H19Br2N9O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4461_01102023_MZmine_trial_sirius_sirius_7101,C22H34N4O8,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4656_01102023_MZmine_trial_sirius_sirius_7390,C43H58FN11O6,[M + H]+,Oligopeptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4463_01102023_MZmine_trial_sirius_sirius_7104,C17H27N3O5,[M + H]+,Small peptides,Dipeptides,Oligopeptides,Peptides,Amino acids
4276_01102023_MZmine_trial_sirius_sirius_6830,C37H55N7O13,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
3500_01102023_MZmine_trial_sirius_sirius_5704,C27H40F2N6O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
3890_01102023_MZmine_trial_sirius_sirius_6249,C35H48N6O7,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
4281_01102023_MZmine_trial_sirius_sirius_6838,C29H30N4O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4286_01102023_MZmine_trial_sirius_sirius_6843,C21H39N11O9,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
6827_01102023_MZmine_trial_sirius_sirius_11064,C24H38N6O5,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
6466_01102023_MZmine_trial_sirius_sirius_10538,C27H46N8O7,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
4289_01102023_MZmine_trial_sirius_sirius_6848,C27H36N6O8,[M + H]+,Small peptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
4480_01102023_MZmine_trial_sirius_sirius_7131,C29H43N5O6S,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
7809_01102023_MZmine_trial_sirius_sirius_12552,C27H49N9O4,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
7997_01102023_MZmine_trial_sirius_sirius_12905,C24H43N9O11,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
5460_01102023_MZmine_trial_sirius_sirius_8621,C32H59N7O7,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
8985_01102023_MZmine_trial_sirius_sirius_14593,C30H42N6O8,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
7494_01102023_MZmine_trial_sirius_sirius_12022,C34H34N6O12,[M + H]+,Oligopeptides,Tripeptides,Oligopeptides,Peptides,Amino acids
6869_01102023_MZmine_trial_sirius_sirius_11129,C20H41N5O9,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
7856_01102023_MZmine_trial_sirius_sirius_12653,C33H53N5O8S,[M + Na]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
8228_01102023_MZmine_trial_sirius_sirius_13291,C22H46N6O5,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
7866_01102023_MZmine_trial_sirius_sirius_12677,C43H67N5O5,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
8703_01102023_MZmine_trial_sirius_sirius_14106,C25H34N8O8,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
7899_01102023_MZmine_trial_sirius_sirius_12736,C32H63N5O8,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
8713_01102023_MZmine_trial_sirius_sirius_14123,C24H44N6O4,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
7909_01102023_MZmine_trial_sirius_sirius_12752,C30H59N5O7,[M + H]+,Oligopeptides,Lipopeptides,Oligopeptides,Peptides,Amino acids
7157_01102023_MZmine_trial_sirius_sirius_11558,C31H58N16O11,[M + H]+,Oligopeptides,Tripeptides,Oligopeptides,Peptides,Amino acids
6785_01102023_MZmine_trial_sirius_sirius_11012,C31H64N10O6,[M + Na]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
7914_01102023_MZmine_trial_sirius_sirius_12762,C28H55N5O6,[M + H]+,Oligopeptides,N-acyl amines,Oligopeptides,Peptides,Amino acids
8533_01102023_MZmine_trial_sirius_sirius_13813,C29H49N3O5S,[M + Na]+,Oligopeptides,Open-chain polyketides,Oligopeptides,Peptides,Amino acids
9116_01102023_MZmine_trial_sirius_sirius_14903,C30H60N14O6,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
7758_01102023_MZmine_trial_sirius_sirius_12453,C17H33N11O5,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
8540_01102023_MZmine_trial_sirius_sirius_13821,C35H67N7O6S,[M + K]+,Fatty amides,N-acyl amines,Oligopeptides,Peptides,Amino acids
8333_01102023_MZmine_trial_sirius_sirius_13454,C21H38N4O7S,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
6802_01102023_MZmine_trial_sirius_sirius_11033,C24H29N3O4,[M + H]+,Small peptides,Dipeptides,Oligopeptides,Peptides,Amino acids
6413_01102023_MZmine_trial_sirius_sirius_10450,C23H34N8O9,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
8339_01102023_MZmine_trial_sirius_sirius_13471,C36H65N9O5,[M + H]+,Oligopeptides,Lipopeptides,Oligopeptides,Peptides,Amino acids
8342_01102023_MZmine_trial_sirius_sirius_13474,C27H41N11O10,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
8947_01102023_MZmine_trial_sirius_sirius_14535,C27H43N11O10,[M + H]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
6970_01102023_MZmine_trial_sirius_sirius_11287,C50H82N6O4,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
8958_01102023_MZmine_trial_sirius_sirius_14550,C35H69N5O8,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
8361_01102023_MZmine_trial_sirius_sirius_13516,C25H35N9O6,[M + Na]+,Small peptides,Tripeptides,Oligopeptides,Peptides,Amino acids
7201_01102023_MZmine_trial_sirius_sirius_11611,C31H51N5O7S,[M + H]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
7203_01102023_MZmine_trial_sirius_sirius_11614,C31H51N5O7S,[M + Na]+,Oligopeptides,Cyclic peptides,Oligopeptides,Peptides,Amino acids
6984_01102023_MZmine_trial_sirius_sirius_11306,C37H58N12O10,[M + H]+,Oligopeptides,Linear peptides,Oligopeptides,Peptides,Amino acids
8162_01102023_MZmine_trial_sirius_sirius_13185,C27H49N5O15,[M + K]+,Oligopeptides,Lipopeptides,Oligopeptides,Peptides,Amino acids
785_01102023_MZmine_trial_sirius_sirius_1930,C13H24N2O6,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
395_01102023_MZmine_trial_sirius_sirius_1437,C10H16N8O4,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1370_01102023_MZmine_trial_sirius_sirius_2676,C17H30N4O5,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1177_01102023_MZmine_trial_sirius_sirius_2415,C12H22N2O4,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1371_01102023_MZmine_trial_sirius_sirius_2677,C12H21FN2O6S,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2566_01102023_MZmine_trial_sirius_sirius_4407,C20H30BN4O3,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2770_01102023_MZmine_trial_sirius_sirius_4688,C15H22N2O5S2,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1963_01102023_MZmine_trial_sirius_sirius_3529,C30H50N6O7,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
795_01102023_MZmine_trial_sirius_sirius_1941,C20H35N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1965_01102023_MZmine_trial_sirius_sirius_3531,C29H40N6O7,[M + Na]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
1383_01102023_MZmine_trial_sirius_sirius_2703,C20H32N4O6,[M + H]+,Small peptides,Cyclic peptides,Peptides,Peptides,Amino acids
2965_01102023_MZmine_trial_sirius_sirius_4955,C16H34N12O6,[M + H]+,Ornithine alkaloids,Tripeptides,Peptides,Peptides,Amino acids
2388_01102023_MZmine_trial_sirius_sirius_4162,C27H43N3O8,[M + H]+,Small peptides,Cyclic peptides,Peptides,Peptides,Amino acids
2581_01102023_MZmine_trial_sirius_sirius_4428,C17H33BN4O4S,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2392_01102023_MZmine_trial_sirius_sirius_4173,C19H27N3O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2584_01102023_MZmine_trial_sirius_sirius_4431,C27H50N4O10,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2393_01102023_MZmine_trial_sirius_sirius_4174,C32H43N3O7,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2984_01102023_MZmine_trial_sirius_sirius_4981,C34H56N6O9,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
2405_01102023_MZmine_trial_sirius_sirius_4188,C17H33N3O4,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2205_01102023_MZmine_trial_sirius_sirius_3908,C22H40N4O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2041_01102023_MZmine_trial_sirius_sirius_3633,C19H27N3O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2043_01102023_MZmine_trial_sirius_sirius_3635,C34H43N3O3S,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
824_01102023_MZmine_trial_sirius_sirius_1980,C17H22N6O2,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2409_01102023_MZmine_trial_sirius_sirius_4194,C15H22N2O5S2,[M + H]+,-lactams,Penicillins,Peptides,Peptides,Amino acids
2808_01102023_MZmine_trial_sirius_sirius_4740,C20H31N3O4,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2412_01102023_MZmine_trial_sirius_sirius_4198,C22H40N4O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2213_01102023_MZmine_trial_sirius_sirius_3917,C16H29N7O2,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1231_01102023_MZmine_trial_sirius_sirius_2477,C21H36N4O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1611_01102023_MZmine_trial_sirius_sirius_3018,C24H39N3O4,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1237_01102023_MZmine_trial_sirius_sirius_2486,C20H29N5O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1613_01102023_MZmine_trial_sirius_sirius_3028,C25H49N5O13,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1239_01102023_MZmine_trial_sirius_sirius_2488,C22H36N2O6,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2422_01102023_MZmine_trial_sirius_sirius_4208,C18H30N2O7S,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
836_01102023_MZmine_trial_sirius_sirius_1998,C29H43N7O11,[M + Na]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
2817_01102023_MZmine_trial_sirius_sirius_4756,C21H33BN6O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2424_01102023_MZmine_trial_sirius_sirius_4210,C18H29N3O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1618_01102023_MZmine_trial_sirius_sirius_3034,C16H26F2N4O3,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2059_01102023_MZmine_trial_sirius_sirius_3654,C23H42N4O8,[M + H]+,Fatty amides,Cyclic peptides,Peptides,Peptides,Amino acids
3003_01102023_MZmine_trial_sirius_sirius_5011,C21H33BN6O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3004_01102023_MZmine_trial_sirius_sirius_5012,C16H25N7O3,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
840_01102023_MZmine_trial_sirius_sirius_2005,C16H27N3O4,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
