id,molecularFormula,adduct,NPC#superclass,NPC#class,ClassyFire#most specific class,ClassyFire#level 5,ClassyFire#subclass
2225_01102023_MZmine_trial_sirius_sirius_3930,C13H22N2O4S2,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1859_01102023_MZmine_trial_sirius_sirius_3374,C18H28N4O6S,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1624_01102023_MZmine_trial_sirius_sirius_3041,C21H41N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1249_01102023_MZmine_trial_sirius_sirius_2502,C18H30N4O8,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1046_01102023_MZmine_trial_sirius_sirius_2264,C12H18N2O5,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2230_01102023_MZmine_trial_sirius_sirius_3939,C25H40N6O9,[M + H]+,Oligopeptides,Tripeptides,Peptides,Peptides,Amino acids
1440_01102023_MZmine_trial_sirius_sirius_2770,C18H27N3O7,[M + H]+,Small peptides,Aminoacids,Peptides,Peptides,Amino acids
2232_01102023_MZmine_trial_sirius_sirius_3944,C25H43N5O6,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
1635_01102023_MZmine_trial_sirius_sirius_3057,C23H38BN5O7S,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2071_01102023_MZmine_trial_sirius_sirius_3668,C30H52N6O7,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
1443_01102023_MZmine_trial_sirius_sirius_2773,C19H38BN5O5,[M + K]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2831_01102023_MZmine_trial_sirius_sirius_4780,C26H43N5O7,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
2443_01102023_MZmine_trial_sirius_sirius_4230,C13H24N6O5,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
3021_01102023_MZmine_trial_sirius_sirius_5032,C14H19N3O6,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2639_01102023_MZmine_trial_sirius_sirius_4506,C15H29BN2O5,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
482_01102023_MZmine_trial_sirius_sirius_1566,C10H18N3O7,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1886_01102023_MZmine_trial_sirius_sirius_3406,C18H27N2O7,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1077_01102023_MZmine_trial_sirius_sirius_2301,C16H23BN4O3,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2253_01102023_MZmine_trial_sirius_sirius_3977,C16H25N3O5S,[M + H]+,Small peptides,Aminoacids,Peptides,Peptides,Amino acids
1468_01102023_MZmine_trial_sirius_sirius_2805,C18H23BN4O3,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1286_01102023_MZmine_trial_sirius_sirius_2550,C29H41N5O6,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
2105_01102023_MZmine_trial_sirius_sirius_3725,C17H32N2O8,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2266_01102023_MZmine_trial_sirius_sirius_4001,C23H42N4O8,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2108_01102023_MZmine_trial_sirius_sirius_3728,C24H32N4O7,[M + H]+,Coumarins,Dipeptides,Peptides,Peptides,Amino acids
1907_01102023_MZmine_trial_sirius_sirius_3435,C17H31N3O4,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2688_01102023_MZmine_trial_sirius_sirius_4569,C15H18N4O8S,[M + H]+,-lactams,Dipeptides,Peptides,Peptides,Amino acids
1298_01102023_MZmine_trial_sirius_sirius_2571,C20H32N4O6,[M + H]+,Small peptides,Cyclic peptides,Peptides,Peptides,Amino acids
1102_01102023_MZmine_trial_sirius_sirius_2334,C12H30N6O3,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
308_01102023_MZmine_trial_sirius_sirius_1259,C10H20N4O7,[M + K]+,Small peptides,Aminoacids,Peptides,Peptides,Amino acids
2280_01102023_MZmine_trial_sirius_sirius_4021,C19H38N10O6,[M + H]+,Oligopeptides,Polyamines,Peptides,Peptides,Amino acids
3063_01102023_MZmine_trial_sirius_sirius_5095,C28H44N4O3,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1309_01102023_MZmine_trial_sirius_sirius_2582,C14H24N2O5,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
143_01102023_MZmine_trial_sirius_sirius_666,C15H21N5O7,[M + K]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2486_01102023_MZmine_trial_sirius_sirius_4289,C22H37B3N7O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1113_01102023_MZmine_trial_sirius_sirius_2345,C21H34N4O5,[M + H]+,Small peptides,Cyclic peptides,Peptides,Peptides,Amino acids
2490_01102023_MZmine_trial_sirius_sirius_4295,C17H27N3O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
327_01102023_MZmine_trial_sirius_sirius_1321,C19H32N6O9,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3090_01102023_MZmine_trial_sirius_sirius_5132,C21H35N3O7,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
328_01102023_MZmine_trial_sirius_sirius_1323,C38H34N8O3,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
924_01102023_MZmine_trial_sirius_sirius_2098,C18H38N3O7P,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1937_01102023_MZmine_trial_sirius_sirius_3489,C20H29N3O4,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
2303_01102023_MZmine_trial_sirius_sirius_4048,C14H21N3O6,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1131_01102023_MZmine_trial_sirius_sirius_2367,C20H29N3O5,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
773_01102023_MZmine_trial_sirius_sirius_1913,C13H25N3O4,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
2311_01102023_MZmine_trial_sirius_sirius_4061,C14H28FN3O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
937_01102023_MZmine_trial_sirius_sirius_2115,C19H27N3O11,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3516_01102023_MZmine_trial_sirius_sirius_5726,C21H33BN6O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1727_01102023_MZmine_trial_sirius_sirius_3196,C23H39N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3326_01102023_MZmine_trial_sirius_sirius_5455,C18H28FN3O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
554_01102023_MZmine_trial_sirius_sirius_1663,C12H21N3O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1733_01102023_MZmine_trial_sirius_sirius_3202,C18H30N4O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1148_01102023_MZmine_trial_sirius_sirius_2386,C23H29N3O5,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
1736_01102023_MZmine_trial_sirius_sirius_3206,C47H96N4O3,[M + H]+,Oligopeptides,Lipopeptides,Peptides,Peptides,Amino acids
1539_01102023_MZmine_trial_sirius_sirius_2915,C17H26N4O4,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
3157_01102023_MZmine_trial_sirius_sirius_5216,C20H33N3O5,[M + H]+,Small peptides,Cyclic peptides,Peptides,Peptides,Amino acids
569_01102023_MZmine_trial_sirius_sirius_1679,C16H27N5O9,[M + H]+,Oligopeptides,Tripeptides,Peptides,Peptides,Amino acids
4307_01102023_MZmine_trial_sirius_sirius_6871,C25H33N3O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3342_01102023_MZmine_trial_sirius_sirius_5477,C22H39F3N8O4,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
1165_01102023_MZmine_trial_sirius_sirius_2403,C15H22N2O4,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
3537_01102023_MZmine_trial_sirius_sirius_5752,C20H40N4O11,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
964_01102023_MZmine_trial_sirius_sirius_2147,C16H27N5O9S,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
4503_01102023_MZmine_trial_sirius_sirius_7164,C30H44N6O8,[M + Na]+,Oligopeptides,Tripeptides,Peptides,Peptides,Amino acids
3172_01102023_MZmine_trial_sirius_sirius_5238,C20H33N3O5,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3749_01102023_MZmine_trial_sirius_sirius_6058,C26H45N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
4900_01102023_MZmine_trial_sirius_sirius_7746,C45H90N8O4,[M + H]+,Oligopeptides,Lipopeptides,Peptides,Peptides,Amino acids
5089_01102023_MZmine_trial_sirius_sirius_8026,C31H39N5O3,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
4521_01102023_MZmine_trial_sirius_sirius_7190,C21H35N3O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
5290_01102023_MZmine_trial_sirius_sirius_8343,C28H46N6O9,[M + Na]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
4920_01102023_MZmine_trial_sirius_sirius_7772,C26H39N5O3S,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3204_01102023_MZmine_trial_sirius_sirius_5282,C28H40N2O5,[M + K]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
5119_01102023_MZmine_trial_sirius_sirius_8067,C19H37N5O11S,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
4350_01102023_MZmine_trial_sirius_sirius_6928,C27H40N4O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3972_01102023_MZmine_trial_sirius_sirius_6357,C25H42N4O6,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
4542_01102023_MZmine_trial_sirius_sirius_7216,C18H38N4O11,[M + Na]+,Small peptides,Aminoglycosides,Peptides,Peptides,Amino acids
3389_01102023_MZmine_trial_sirius_sirius_5541,C23H42N4O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
5125_01102023_MZmine_trial_sirius_sirius_8074,C17H37N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3583_01102023_MZmine_trial_sirius_sirius_5817,C16H26N2O4,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
3590_01102023_MZmine_trial_sirius_sirius_5828,C22H29N3O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3986_01102023_MZmine_trial_sirius_sirius_6380,C15H25N5O3,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
3791_01102023_MZmine_trial_sirius_sirius_6115,C29H36N4O9,[M + K]+,Small peptides,Depsipeptides,Peptides,Peptides,Amino acids
5922_01102023_MZmine_trial_sirius_sirius_9565,C20H41N5O10,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3599_01102023_MZmine_trial_sirius_sirius_5841,C16H26N6O7S,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
4961_01102023_MZmine_trial_sirius_sirius_7823,C24H33N3O5S,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
5526_01102023_MZmine_trial_sirius_sirius_8763,C34H22FI2N3O4S,[M + H]+,Small peptides,Carboline alkaloids,Peptides,Peptides,Amino acids
4374_01102023_MZmine_trial_sirius_sirius_6967,C37H46N6O13,[M + Na]+,Oligopeptides,Depsipeptides,Peptides,Peptides,Amino acids
3801_01102023_MZmine_trial_sirius_sirius_6135,C32H22Br3N3O7,[M + H]+,Coumarins,Simple coumarins,Peptides,Peptides,Amino acids
4572_01102023_MZmine_trial_sirius_sirius_7258,C17H27N3O5,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
4009_01102023_MZmine_trial_sirius_sirius_6417,C27H49N5O6,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
3422_01102023_MZmine_trial_sirius_sirius_5588,C36H66N6O6,[M + H]+,Oligopeptides,Lipopeptides,Peptides,Peptides,Amino acids
5543_01102023_MZmine_trial_sirius_sirius_8788,C19H39N5O11S,[M + Na]+,Aminosugars and aminoglycosides,Aminoglycosides,Peptides,Peptides,Amino acids
3817_01102023_MZmine_trial_sirius_sirius_6157,C27H21ClI2N4O4S,[M + H]+,Anthranilic acid alkaloids,Simple coumarins,Peptides,Peptides,Amino acids
4214_01102023_MZmine_trial_sirius_sirius_6725,C25H42N4O6,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
4220_01102023_MZmine_trial_sirius_sirius_6738,C24H42BN3O7,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
4054_01102023_MZmine_trial_sirius_sirius_6485,C25H42N4O7,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
4055_01102023_MZmine_trial_sirius_sirius_6487,C21H33BN6O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3833_01102023_MZmine_trial_sirius_sirius_6180,C22H29N3O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
5969_01102023_MZmine_trial_sirius_sirius_9668,C18H35N7O7,[M + H]+,Small peptides,Aminoglycosides,Peptides,Peptides,Amino acids
3456_01102023_MZmine_trial_sirius_sirius_5636,C19H19Br3N4O4S,[M + Na]+,Histidine alkaloids,Imidazole alkaloids,Peptides,Peptides,Amino acids
3640_01102023_MZmine_trial_sirius_sirius_5901,C37H54N8O9,[M + Na]+,Small peptides,Linear peptides,Peptides,Peptides,Amino acids
6148_01102023_MZmine_trial_sirius_sirius_10010,C25H38N4O7S,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
6152_01102023_MZmine_trial_sirius_sirius_10019,C19H32N2O5S,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
3302_01102023_MZmine_trial_sirius_sirius_5423,C21H35N3O7,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3465_01102023_MZmine_trial_sirius_sirius_5649,C20H24Br4N4O3,[M + H]+,Small peptides,Polyamines,Peptides,Peptides,Amino acids
5760_01102023_MZmine_trial_sirius_sirius_9219,C44H76N4O6,[M + H]+,Oligopeptides,Lipopeptides,Peptides,Peptides,Amino acids
4427_01102023_MZmine_trial_sirius_sirius_7049,C16H33BN6O6,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3311_01102023_MZmine_trial_sirius_sirius_5433,C18H25F4N3O4,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
5395_01102023_MZmine_trial_sirius_sirius_8512,C17H35N5O4,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
4822_01102023_MZmine_trial_sirius_sirius_7623,C33H46N4O9S,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
4445_01102023_MZmine_trial_sirius_sirius_7076,C27H42N4O13,[M + H]+,Oligopeptides,Depsipeptides,Peptides,Peptides,Amino acids
4263_01102023_MZmine_trial_sirius_sirius_6811,C19H24N2O4,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
3487_01102023_MZmine_trial_sirius_sirius_5681,C25H42N6O5,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3877_01102023_MZmine_trial_sirius_sirius_6234,C17H25Br2N5O3,[M + K]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3488_01102023_MZmine_trial_sirius_sirius_5683,C19H36N8O10,[M + H]+,Polyols,Tripeptides,Peptides,Peptides,Amino acids
4837_01102023_MZmine_trial_sirius_sirius_7642,C33H42N4O7,[M + H]+,Small peptides,Depsipeptides,Peptides,Peptides,Amino acids
5057_01102023_MZmine_trial_sirius_sirius_7980,C28H44N6O9,[M + H]+,Oligopeptides,Linear peptides,Peptides,Peptides,Amino acids
6461_01102023_MZmine_trial_sirius_sirius_10531,C17H35N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
3700_01102023_MZmine_trial_sirius_sirius_5984,C20H24N6O8,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
6298_01102023_MZmine_trial_sirius_sirius_10276,C19H32N2O5S,[M + H]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
5453_01102023_MZmine_trial_sirius_sirius_8611,C31H42N6O12S,[M + Na]+,Oligopeptides,Linear peptides,Peptides,Peptides,Amino acids
6299_01102023_MZmine_trial_sirius_sirius_10277,C17H35N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
8583_01102023_MZmine_trial_sirius_sirius_13895,C22H42N2O6,[M + H]+,Fatty amides,N-acyl amines,Peptides,Peptides,Amino acids
8209_01102023_MZmine_trial_sirius_sirius_13262,C16H35N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
8794_01102023_MZmine_trial_sirius_sirius_14262,C25H47N3O6,[M + Na]+,Fatty amides,N-acyl amines,Peptides,Peptides,Amino acids
6318_01102023_MZmine_trial_sirius_sirius_10302,C30H56N10O6,[M + H]+,Oligopeptides,Linear peptides,Peptides,Peptides,Amino acids
5850_01102023_MZmine_trial_sirius_sirius_9414,C17H37N5O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
8992_01102023_MZmine_trial_sirius_sirius_14603,C29H50N2O8,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
7501_01102023_MZmine_trial_sirius_sirius_12030,C17H35N5O4,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
8224_01102023_MZmine_trial_sirius_sirius_13282,C13H26BN5O4,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
7704_01102023_MZmine_trial_sirius_sirius_12370,C20H34N8O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
7716_01102023_MZmine_trial_sirius_sirius_12389,C23H31N9O6,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
8243_01102023_MZmine_trial_sirius_sirius_13307,C21H40N2O6,[M + H]+,Small peptides,N-acyl amines,Peptides,Peptides,Amino acids
8504_01102023_MZmine_trial_sirius_sirius_13769,C26H49N3O8,[M + K]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
7528_01102023_MZmine_trial_sirius_sirius_12074,C30H62N6O8,[M + H]+,Small peptides,Linear peptides,Peptides,Peptides,Amino acids
7329_01102023_MZmine_trial_sirius_sirius_11786,C17H35N5O4,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
8064_01102023_MZmine_trial_sirius_sirius_13020,C21H40N2O6,[M + H]+,Small peptides,N-acyl amines,Peptides,Peptides,Amino acids
7734_01102023_MZmine_trial_sirius_sirius_12413,C21H36N2O6,[M + Na]+,Small peptides,Dipeptides,Peptides,Peptides,Amino acids
6360_01102023_MZmine_trial_sirius_sirius_10369,C18H36N4O10,[M + Na]+,Small peptides,N-acyl amines,Peptides,Peptides,Amino acids
7540_01102023_MZmine_trial_sirius_sirius_12104,C20H38N2O6,[M + H]+,Small peptides,N-acyl amines,Peptides,Peptides,Amino acids
6584_01102023_MZmine_trial_sirius_sirius_10712,C20H41N5O10,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
9098_01102023_MZmine_trial_sirius_sirius_14861,C27H46N6O6,[M + H]+,Oligopeptides,Lipopeptides,Peptides,Peptides,Amino acids
6779_01102023_MZmine_trial_sirius_sirius_11002,C26H37N3O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
7163_01102023_MZmine_trial_sirius_sirius_11566,C19H30N10O9,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
8101_01102023_MZmine_trial_sirius_sirius_13084,C18H38N4O8,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
6621_01102023_MZmine_trial_sirius_sirius_10764,C20H42N6O6,[M + H]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
8549_01102023_MZmine_trial_sirius_sirius_13835,C26H48N6O6,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
8742_01102023_MZmine_trial_sirius_sirius_14174,C30H42N6O8,[M + H]+,Oligopeptides,Cyclic peptides,Peptides,Peptides,Amino acids
6805_01102023_MZmine_trial_sirius_sirius_11038,C23H38N6O9S,[M + H]+,Oligopeptides,Tripeptides,Peptides,Peptides,Amino acids
7770_01102023_MZmine_trial_sirius_sirius_12472,C44H76N6O6,[M + K]+,Oligopeptides,Lipopeptides,Peptides,Peptides,Amino acids
7942_01102023_MZmine_trial_sirius_sirius_12813,C27H45N9O9,[M + K]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
9306_01102023_MZmine_trial_sirius_sirius_15269,C23H46N6O6,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
6423_01102023_MZmine_trial_sirius_sirius_10475,C20H39N5O10,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
7191_01102023_MZmine_trial_sirius_sirius_11597,C20H39N5O9,[M + Na]+,Small peptides,Tripeptides,Peptides,Peptides,Amino acids
7970_01102023_MZmine_trial_sirius_sirius_12865,C30H59N5O7,[M + H]+,Oligopeptides,Lipopeptides,Peptides,Peptides,Amino acids
